price,built_at,year,dong,apart,month,date,area,floor,latitude,longitude
"42,500",2009,2020,중곡동,주성AURA,1,3,67.8,5,37.5507694,127.1092012
"53,800",2002,2020,중곡동,대영2동,1,6,84.33,6,37.5562046,127.0844317
"50,500",2002,2020,중곡동,대영2동,1,22,84.91,1,37.5562046,127.0844317
"134,350",1996,2020,구의동,구의현대2단지,1,3,84.91,13,37.5387348,127.0961255
"104,500",2010,2020,구의동,아차산휴먼시아,1,8,108.72,3,37.5479003,127.093181
"92,700",2005,2020,구의동,세림리오빌,1,9,117.84,1,37.5391513,127.091987
"112,500",2017,2020,구의동,강변에스케이뷰,1,14,84.69,27,37.5385894,127.0901143
"106,800",1994,2020,구의동,구의현대6단지,1,15,84.92,1,37.538457,127.0945701
"130,000",2018,2020,구의동,래미안파크스위트,1,18,84.98,12,37.5459175,127.0906772
"127,000",2017,2020,구의동,강변에스케이뷰,1,20,84.9,16,37.5385894,127.0901143
"35,000",2002,2020,중곡동,욱현,2,7,75.08,3,37.5575658,127.0935141
"49,000",1999,2020,중곡동,에스케이,2,10,58.43,3,37.568842,127.0865144
"52,500",2002,2020,중곡동,중곡동광덕,2,10,84.76,3,37.5684869,127.0794023
"51,000",2001,2020,중곡동,대영1동,2,14,84.7,4,37.5562046,127.0844317
"31,000",1976,2020,중곡동,중곡2단지,2,17,55.87,5,37.5666337,127.0783961
"51,000",1999,2020,중곡동,에스케이,2,18,58.43,5,37.568842,127.0865144
"28,900",1976,2020,중곡동,중곡1단지,2,20,48.46,2,37.5666337,127.0783961
"31,000",1976,2020,중곡동,중곡1단지,2,22,58.78,4,37.5666337,127.0783961
"31,000",2002,2020,구의동,해성,2,1,63.69,3,37.5447499,127.0860314
"51,700",2002,2020,구의동,한솔아파트,2,1,114.24,1,37.5374016,127.0938202
"48,000",2017,2020,중곡동,테라팰리스중곡1,3,12,71.803,4,37.5645201,127.0791251
"50,500",1998,2020,중곡동,성원,3,16,84.98,23,37.571147,127.079626
"34,000",1976,2020,중곡동,중곡2단지,3,27,55.87,3,37.5666337,127.0783961
"97,000",1997,2020,구의동,현대프라임,3,10,59.82,20,37.5373373,127.0976724
"67,800",2005,2020,구의동,그레이스홈타운(102동),3,11,107.07,4,37.5466951,127.0914159
"60,000",2014,2020,구의동,주성힐스톤,3,13,70.96,4,37.5426265,127.0913642
"59,800",2020,2020,구의동,한영해시안아파트,3,14,59.97,10,37.5030498,127.118909
"108,000",1994,2020,구의동,구의현대6단지,3,19,84.92,14,37.538457,127.0945701
"85,000",2000,2020,구의동,새한,3,21,84.91,7,37.5400585,127.0883993
"125,000",2018,2020,구의동,래미안파크스위트,3,25,84.98,3,37.5459175,127.0906772
"28,800",1976,2020,중곡동,중곡1단지,4,27,48.46,3,37.5666337,127.0783961
"44,500",2007,2020,중곡동,웰빙,4,28,83.66,7,37.5705942,127.0858594
"45,000",2003,2020,중곡동,그랑,4,29,81.1,2,37.5971441,127.0840417
"51,000",1998,2020,중곡동,성원,4,30,84.98,22,37.571147,127.079626
"86,000",2010,2020,구의동,아차산휴먼시아,4,20,84.76,3,37.5479003,127.093181
"73,000",1997,2020,구의동,구의현대7단지현대홈타운,4,21,59.97,6,37.536675,127.0910916
"73,000",2010,2020,구의동,아차산휴먼시아,4,23,59.63,5,37.5479003,127.093181
"131,000",1997,2020,구의동,현대프라임,4,29,84.99,12,37.5373373,127.0976724
"130,000",1989,2020,광장동,극동2,4,1,84.55,10,37.5431233,127.1042357
"84,700",1996,2020,광장동,청구,4,15,59.95,6,37.5424859,127.0962615
"34,500",1976,2020,중곡동,중곡1단지,5,1,57.88,5,37.5666337,127.0783961
"57,500",1996,2020,중곡동,신성그랜드타워,5,6,156.03,4,37.5648702,127.0805429
"35,500",1976,2020,중곡동,중곡2단지,5,12,55.9,1,37.5666337,127.0783961
"53,500",1999,2020,중곡동,에스케이,5,16,58.43,6,37.568842,127.0865144
"27,000",2002,2020,중곡동,대영,5,19,57.94,2,37.5562046,127.0844317
"14,000",2012,2020,중곡동,욱현하이브Ⅲ,5,21,16.81,8,37.5514266,127.0929179
"15,800",2012,2020,중곡동,욱현하이브Ⅲ,5,25,18.85,8,37.5514266,127.0929179
"43,000",2002,2020,중곡동,삼성로얄,5,27,84.84,5,37.5537329,127.0968194
"49,000",2017,2020,중곡동,테라팰리스중곡1,5,28,71.803,6,37.5645201,127.0791251
"38,000",1976,2020,중곡동,중곡2단지,5,29,55.87,3,37.5666337,127.0783961
"13,000",2012,2020,중곡동,욱현하이브Ⅲ,6,1,15.01,7,37.5514266,127.0929179
"44,000",2005,2020,중곡동,진흥아르미,6,6,84.96,6,37.5623704,127.0757101
"33,000",1995,2020,중곡동,삼민,6,8,59.4,6,37.5630927,127.0837093
"12,800",2012,2020,중곡동,욱현하이브Ⅲ,6,9,14.5,8,37.5514266,127.0929179
"42,700",2009,2020,중곡동,주성AURA,6,10,67.76,1,37.5507694,127.1092012
"28,500",1976,2020,중곡동,중곡1단지,6,11,48.46,2,37.5666337,127.0783961
"29,500",1976,2020,중곡동,중곡1단지,6,11,57.88,3,37.5666337,127.0783961
"44,000",1998,2020,중곡동,성원,6,13,59.82,21,37.571147,127.079626
"38,200",1976,2020,중곡동,중곡2단지,6,22,55.87,2,37.5666337,127.0783961
"39,700",1976,2020,중곡동,중곡2단지,6,23,55.87,3,37.5666337,127.0783961
"37,000",1976,2020,중곡동,중곡1단지,7,2,57.88,2,37.5666337,127.0783961
"38,500",2002,2020,중곡동,욱현,7,3,70.71,2,37.5575658,127.0935141
"46,000",2004,2020,중곡동,두리,7,4,82.3,1,37.557023,127.0899945
"44,000",2009,2020,중곡동,주성AURA,7,4,64.52,7,37.5507694,127.1092012
"41,000",1976,2020,중곡동,중곡2단지,7,8,55.87,2,37.5666337,127.0783961
"52,700",2017,2020,중곡동,테라팰리스중곡1,7,8,71.803,6,37.5645201,127.0791251
"60,000",1996,2020,중곡동,신성그랜드타워,7,10,126.81,8,37.5648702,127.0805429
"58,000",1998,2020,중곡동,성원,7,11,84.98,17,37.571147,127.079626
"40,000",2002,2020,중곡동,삼성로얄3,7,17,83.07,2,37.5537329,127.0968194
"55,500",2002,2020,중곡동,중곡동광덕,7,22,84.76,4,37.5684869,127.0794023
"49,800",2017,2020,중곡동,테라팰리스중곡1,8,1,71.803,2,37.5645201,127.0791251
"13,000",2012,2020,중곡동,욱현하이브Ⅲ,8,6,15.01,7,37.5514266,127.0929179
"59,000",1999,2020,중곡동,에스케이,8,25,58.43,13,37.568842,127.0865144
"59,000",1999,2020,중곡동,에스케이,8,25,58.43,13,37.568842,127.0865144
"120,000",2018,2020,구의동,래미안파크스위트,8,1,59.98,9,37.5459175,127.0906772
"97,000",2001,2020,구의동,성동강변파크빌101(강변타워),8,4,84.97,3,37.5378182,127.0927647
"89,900",2010,2020,구의동,아차산휴먼시아,8,5,84.68,8,37.5479003,127.093181
"130,000",2017,2020,구의동,강변에스케이뷰,8,6,84.81,28,37.5385894,127.0901143
"137,000",2006,2020,구의동,현대13차폴라트리움,8,8,127.91,10,37.5394013,127.0946534
"119,000",2002,2020,구의동,세양,8,13,84.32,5,37.5374016,127.0938202
"11,000",2012,2020,중곡동,욱현하이브Ⅲ,9,1,14.5,8,37.5514266,127.0929179
"21,000",1976,2020,중곡동,중곡1단지,9,8,48.46,5,37.5666337,127.0783961
"42,000",1976,2020,중곡동,중곡1단지,9,19,48.46,5,37.5666337,127.0783961
"66,500",1996,2020,중곡동,신성그랜드타워,9,24,154.08,3,37.5648702,127.0805429
"140,000",2018,2020,구의동,래미안파크스위트,9,5,84.98,9,37.5459175,127.0906772
"59,800",2020,2020,구의동,한영해시안아파트,9,6,59.97,8,37.5030498,127.118909
"209,000",1997,2020,구의동,현대프라임,9,12,183.87,15,37.5373373,127.0976724
"92,000",2010,2020,구의동,아차산휴먼시아,9,12,84.68,7,37.5479003,127.093181
"52,000",2009,2020,구의동,아차산한라아파트,9,14,60.39,4,37.5539333,127.0971498
"64,300",2009,2020,구의동,아차산한라아파트,9,14,74.19,5,37.5539333,127.0971498
"42,500",2002,2020,중곡동,호동,10,10,69.36,3,37.5512883,127.0707387
"23,800",2002,2020,중곡동,광남캐스빌3차,10,26,69.6,3,37.5641047,127.0804976
"57,000",2001,2020,능동,(246-11),10,24,80.47,3,37.5541677,127.0852214
"133,000",1996,2020,구의동,구의현대2단지,10,6,84.75,16,37.5387348,127.0961255
"110,000",2006,2020,구의동,현대13차폴라트리움,10,7,127.91,12,37.5394013,127.0946534
"54,500",2009,2020,구의동,아차산한라아파트,10,7,60.39,6,37.5539333,127.0971498
"63,000",2014,2020,구의동,주성힐스톤,10,9,70.96,2,37.5426265,127.0913642
"138,500",1996,2020,구의동,구의현대2단지,10,10,84.91,7,37.5387348,127.0961255
"131,800",1996,2020,구의동,구의현대2단지,10,10,84.88,20,37.5387348,127.0961255
"142,000",1996,2020,구의동,구의현대2단지,10,11,84.91,10,37.5387348,127.0961255
"58,000",2003,2020,중곡동,삼보글로벌102동,11,3,80.5,3,37.5595653,127.0802653
"74,000",1996,2020,중곡동,신성그랜드타워,11,10,156.03,7,37.5648702,127.0805429
"49,800",2004,2020,중곡동,예다움,11,17,84.67,3,37.541513,127.1427319
"42,500",2017,2020,중곡동,한영해시안 아파트,11,26,58.1,6,37.5030498,127.118909
"42,600",2017,2020,중곡동,한영해시안 아파트,11,27,58.1,3,37.5030498,127.118909
"102,000",1997,2020,구의동,현대프라임,11,3,59.82,2,37.5373373,127.0976724
"102,000",1997,2020,구의동,현대프라임,11,3,59.82,2,37.5373373,127.0976724
"63,000",2001,2020,구의동,신덕하이빌,11,5,83.72,6,37.5423731,127.0903481
"134,000",1996,2020,구의동,구의현대2단지,11,6,84.75,19,37.5387348,127.0961255
"93,000",2000,2020,구의동,새한,11,7,84.91,2,37.5400585,127.0883993
"56,000",1998,2020,중곡동,성원,12,3,84.98,4,37.571147,127.079626
"58,000",2004,2020,중곡동,그린트리,12,8,84.3,6,37.5626197,127.0853672
"39,000",2002,2020,중곡동,호동,12,16,69.36,1,37.5512883,127.0707387
"59,500",1999,2020,중곡동,에스케이,12,23,58.43,14,37.568842,127.0865144
"54,800",1999,2020,중곡동,에스케이,12,29,58.43,1,37.568842,127.0865144
"185,000",1997,2020,구의동,현대프라임,12,1,183.87,16,37.5373373,127.0976724
"106,000",1997,2020,구의동,현대프라임,12,2,59.82,10,37.5373373,127.0976724
"112,000",1997,2020,구의동,현대프라임,12,3,59.82,15,37.5373373,127.0976724
"108,000",1992,2020,구의동,구의강변우성아파트,12,4,84.76,14,37.5352352,127.0928572
"149,000",1996,2020,구의동,구의현대2단지,12,12,84.91,17,37.5387348,127.0961255
"54,000",1976,2021,중곡동,중곡2단지,1,14,55.9,2,37.5666337,127.0783961
"41,000",2002,2021,중곡동,욱현,1,15,76.26,2,37.5575658,127.0935141
"14,500",2012,2021,중곡동,욱현하이브Ⅲ,1,20,18.12,3,37.5514266,127.0929179
"46,800",1976,2021,중곡동,중곡1단지,1,23,48.46,5,37.5666337,127.0783961
"146,000",1994,2021,구의동,구의현대6단지,1,3,84.92,20,37.538457,127.0945701
"110,000",1997,2021,구의동,현대프라임,1,4,59.82,24,37.5373373,127.0976724
"151,500",2001,2021,구의동,삼성쉐르빌,1,5,132.08,20,37.5400124,127.0946811
"112,500",1997,2021,구의동,현대프라임,1,5,59.82,26,37.5373373,127.0976724
"108,000",1997,2021,구의동,현대프라임,1,5,59.82,2,37.5373373,127.0976724
"177,000",2001,2021,구의동,삼성쉐르빌,1,8,161.87,22,37.5400124,127.0946811
"55,500",1976,2021,중곡동,중곡2단지,2,1,55.87,1,37.5666337,127.0783961
"55,400",1998,2021,중곡동,성원,2,2,59.82,21,37.571147,127.079626
"40,000",2002,2021,중곡동,욱현,2,2,76.26,4,37.5575658,127.0935141
"56,000",1976,2021,중곡동,중곡1단지,2,3,57.88,5,37.5666337,127.0783961
"50,000",2017,2021,중곡동,테라팰리스중곡1,2,3,71.803,2,37.5645201,127.0791251
"74,600",2017,2021,중곡동,테라팰리스중곡1,2,5,64.279,7,37.5645201,127.0791251
"29,700",2015,2021,구의동,솔렌시아2,2,2,33.17,7,37.5429289,127.0846402
"139,000",1992,2021,구의동,구의강변우성아파트,2,6,84.76,17,37.5352352,127.0928572
"86,900",2001,2021,구의동,성동강변파크빌101(강변타워),2,8,59.92,13,37.5378182,127.0927647
"148,000",1997,2021,구의동,현대프라임,2,15,84.99,27,37.5373373,127.0976724
"28,500",2003,2021,중곡동,에이탑,3,18,52.49,6,37.5679759,127.0851828
"149,000",2018,2021,구의동,래미안파크스위트,3,4,84.98,17,37.5459175,127.0906772
"110,100",2000,2021,구의동,새한,3,6,84.91,5,37.5400585,127.0883993
"163,000",1997,2021,구의동,현대프라임,3,9,84.99,16,37.5373373,127.0976724
"158,500",1996,2021,구의동,구의현대2단지,3,13,84.75,14,37.5387348,127.0961255
"145,000",1994,2021,구의동,구의현대6단지,3,13,84.84,18,37.538457,127.0945701
"64,000",2020,2021,구의동,한영해시안아파트,3,20,59.93,9,37.5030498,127.118909
"113,500",1997,2021,구의동,현대프라임,3,24,59.82,11,37.5373373,127.0976724
"64,500",2015,2021,구의동,파크타운,3,24,55.07,9,37.5444116,127.0848826
"64,000",2020,2021,구의동,한영해시안아파트,3,29,59.93,3,37.5030498,127.118909
"64,500",2002,2021,중곡동,대영2동,4,1,84.91,5,37.5562046,127.0844317
"32,000",2003,2021,구의동,성원쌍떼빌,4,2,80.84,4,37.5538167,127.0922801
"113,000",1997,2021,구의동,현대프라임,4,3,59.82,28,37.5373373,127.0976724
"160,500",1997,2021,구의동,현대프라임,4,3,84.99,13,37.5373373,127.0976724
"111,000",1997,2021,구의동,현대프라임,4,7,59.82,7,37.5373373,127.0976724
"111,000",1997,2021,구의동,현대프라임,4,10,59.82,8,37.5373373,127.0976724
"113,500",2001,2021,구의동,삼성쉐르빌,4,17,84.94,7,37.5400124,127.0946811
"60,700",2009,2021,구의동,아차산한라아파트,4,17,60.39,4,37.5539333,127.0971498
"137,000",2017,2021,구의동,강변에스케이뷰,4,24,84.81,14,37.5385894,127.0901143
"153,500",1996,2021,구의동,구의현대2단지,4,28,84.91,12,37.5387348,127.0961255
"48,000",2003,2021,중곡동,삼보글로벌101동,5,11,78.84,2,37.5595653,127.0802653
"44,700",2006,2021,구의동,데쟈뷰아파트,5,5,65.93,2,37.5374016,127.0938202
"114,800",2001,2021,자양동,자양7차현대홈타운,5,3,59.94,17,37.5329295,127.0697115
"130,000",1999,2021,자양동,로얄동아,5,5,114.28,20,37.5279835,127.0812372
"262,000",2007,2021,자양동,더샵스타시티,5,10,177.97,27,37.5374205,127.0726136
"261,000",2007,2021,자양동,더샵스타시티,5,15,177.97,27,37.5374205,127.0726136
"12,700",2014,2021,화양동,광진코지웰,5,6,18.63,10,37.5471797,127.0718297
"13,000",2014,2021,화양동,광진코지웰,5,10,15.63,10,37.5471797,127.0718297
"77,000",2004,2020,역삼동,현대하이츠,1,3,99.22,4,37.4961556,127.038049
"20,200",2003,2020,역삼동,우림루미아트1,1,3,24,8,37.5021367,127.0436749
"39,500",1996,2020,역삼동,한스빌(836),1,4,41.95,11,37.4920171,127.032994
"148,800",1998,2020,역삼동,동부센트레빌,1,6,59.82,21,37.5023495,127.0494088
"85,000",2012,2020,역삼동,강남서해더블루,1,6,62.26,10,37.4929026,127.039092
"20,400",2003,2020,역삼동,우림루미아트1,1,6,23.9,7,37.5021367,127.0436749
"56,000",2002,2020,역삼동,트레벨,1,6,33.48,4,37.4961003,127.0503811
"74,950",2002,2020,역삼동,갤러리하우스,1,9,76.52,5,37.5007071,127.0427515
"20,500",2003,2020,역삼동,우림루미아트1,1,9,23.9,10,37.5021367,127.0436749
"157,500",2005,2020,역삼동,역삼래미안,1,11,59.4,20,37.4972813,127.0499616
"149,000",2002,2020,역삼동,경남아너스빌,2,1,84.688,4,37.5004607,127.0424651
"167,000",2005,2020,역삼동,e-편한세상,2,1,59.606,10,37.4987854,127.0497058
"70,000",2004,2020,역삼동,역삼동우정에쉐르1,2,1,71.78,2,37.4962666,127.0301331
"36,000",2001,2020,역삼동,한화진넥스빌,2,3,39.2,19,37.501905,127.0443538
"171,000",2006,2020,역삼동,역삼푸르지오,2,5,59.8848,11,37.4976,127.0467981
"72,000",2003,2020,역삼동,노블카운티,2,8,81.85,1,37.4925449,127.0377991
"179,000",2005,2020,역삼동,e-편한세상,2,9,59.947,12,37.4987854,127.0497058
"90,000",2005,2020,역삼동,에스케이허브젠,2,10,71.91,6,37.4936558,127.031022
"32,500",2002,2020,역삼동,대우디오빌,2,11,30.03,7,37.5014884,127.0428817
"73,500",2003,2020,역삼동,노블카운티,2,11,81.85,1,37.4925449,127.0377991
"249,000",2010,2020,역삼동,래미안그레이튼(진달래2차),3,4,121.54,33,37.4951837,127.0472148
"21,000",2012,2020,역삼동,대명벨리온,3,5,17.684,3,37.478618,126.8779177
"167,000",2006,2020,역삼동,역삼푸르지오,3,6,59.8848,21,37.4976,127.0467981
"83,000",1996,2020,역삼동,우성빌라트,3,7,129.72,1,37.4943781,127.0391601
"243,000",2014,2020,역삼동,테헤란아이파크,3,7,92.6232,21,37.5024328,127.0466313
"125,000",2005,2020,역삼동,역삼동월드메르디앙,3,7,81.76,7,37.491886,127.038677
"52,000",2003,2020,역삼동,지석천평대,3,7,59.77,7,37.4999072,127.0373932
"39,000",1996,2020,역삼동,한스빌(836),3,9,52.27,2,37.4920171,127.032994
"32,800",2004,2020,역삼동,강남역우정에쉐르,3,9,26.68,13,37.4983774,127.0322439
"221,000",2014,2020,역삼동,테헤란아이파크,3,10,92.6232,1,37.5024328,127.0466313
"148,000",2005,2020,역삼동,역삼래미안,4,1,59.4,21,37.4972813,127.0499616
"22,000",2012,2020,역삼동,대명벨리온,4,1,17.684,3,37.478618,126.8779177
"161,000",2005,2020,역삼동,e-편한세상,4,4,59.606,3,37.4987854,127.0497058
"89,000",2002,2020,역삼동,명인갤러리,4,11,84.78,1,37.4946449,127.0344605
"150,000",2005,2020,역삼동,e-편한세상,4,11,59.606,7,37.4987854,127.0497058
"223,000",2006,2020,역삼동,개나리 푸르지오,4,16,84.9876,13,37.4996497,127.0499488
"200,000",2006,2020,역삼동,역삼푸르지오,4,17,84.9097,3,37.4976,127.0467981
"250,000",2006,2020,역삼동,개나리래미안,4,17,144.98,16,37.4986101,127.0458492
"200,000",2006,2020,역삼동,역삼푸르지오,4,17,84.9097,3,37.4976,127.0467981
"153,000",2005,2020,역삼동,역삼래미안,4,18,59.4,15,37.4972813,127.0499616
"85,700",2004,2020,역삼동,역삼동그린비,5,1,106.69,4,37.5069886,127.0440037
"119,000",2002,2020,역삼동,경남아너스빌,5,4,81.013,16,37.5004607,127.0424651
"147,900",2005,2020,역삼동,역삼래미안,5,5,59.53,1,37.4972813,127.0499616
"225,000",2014,2020,역삼동,테헤란아이파크,5,5,92.6232,3,37.5024328,127.0466313
"170,000",2007,2020,역삼동,롯데캐슬노블,5,5,176.03,2,37.4923227,127.0355494
"85,500",2002,2020,역삼동,명인갤러리,5,7,84.78,5,37.4946449,127.0344605
"152,500",2005,2020,역삼동,역삼래미안,5,7,59.4,10,37.4972813,127.0499616
"47,000",2002,2020,역삼동,갤러리아트,5,8,53.65,3,37.4985449,127.0439903
"205,000",2005,2020,역삼동,e-편한세상,5,8,84.991,5,37.4987854,127.0497058
"66,500",2004,2020,역삼동,역삼우정에쉐르2,5,8,47.02,6,37.5026762,127.0458514
"155,000",2005,2020,역삼동,역삼래미안,6,3,59.53,12,37.4972813,127.0499616
"79,000",2006,2020,역삼동,역삼 I'PARK,6,3,28.246,11,37.4999609,127.0478813
"40,120",2019,2020,역삼동,강남웅진베어스빌,6,4,18.61,14,37.4999072,127.0373932
"196,500",2005,2020,역삼동,역삼래미안,6,5,80.87,3,37.4972813,127.0499616
"114,500",2007,2020,역삼동,쌍용플레티넘밸류,6,5,84.96,6,37.4954056,127.0304109
"36,000",1996,2020,역삼동,한스빌(836),6,6,39.89,12,37.4920171,127.032994
"270,000",2006,2020,역삼동,개나리 푸르지오,6,6,133.1686,24,37.4996497,127.0499488
"92,500",2005,2020,역삼동,역삼엔스위트1,6,7,107.3,5,37.500326,127.036087
"250,000",2006,2020,역삼동,역삼 I'PARK,6,8,131.38,13,37.4999609,127.0478813
"285,000",2007,2020,역삼동,래미안펜타빌,6,8,157.37,16,37.500683,127.0475479
"35,000",2002,2020,역삼동,역삼동칼라,7,1,60.66,3,37.4985462,127.0516678
"19,500",2014,2020,역삼동,이스턴오피스텔,7,1,14.78,12,37.5009048,127.0245224
"196,000",2008,2020,역삼동,역삼2차아이파크,7,1,84.891,15,37.4967669,127.0516032
"219,000",2014,2020,역삼동,테헤란아이파크,7,2,70.8333,12,37.5024328,127.0466313
"171,000",1998,2020,역삼동,동부센트레빌,7,3,84.97,1,37.5023495,127.0494088
"22,800",2003,2020,역삼동,우림루미아트2,7,4,24,8,37.5021367,127.0436749
"260,000",2006,2020,역삼동,역삼 I'PARK,7,4,116.285,13,37.4999609,127.0478813
"260,000",2006,2020,역삼동,역삼 I'PARK,7,4,116.285,13,37.4999609,127.0478813
"169,000",2005,2020,역삼동,역삼래미안,7,4,59.4,1,37.4972813,127.0499616
"93,000",2005,2020,역삼동,에스케이허브젠,7,4,71.91,12,37.4936558,127.031022
"86,000",2003,2020,역삼동,리츠빌,8,1,93.22,4,37.5026283,127.0339188
"264,000",2006,2020,역삼동,역삼 I'PARK,8,1,116.285,4,37.4999609,127.0478813
"93,500",2003,2020,역삼동,예지향,8,3,84.78,6,37.4979332,127.0414097
"160,000",2005,2020,역삼동,역삼동월드메르디앙,8,3,103.07,5,37.491886,127.038677
"140,000",2005,2020,역삼동,역삼동월드메르디앙,8,5,83.27,11,37.491886,127.038677
"30,000",2002,2020,역삼동,역삼동하나빌,8,7,28.44,5,37.5092096,127.0412705
"285,000",2016,2020,역삼동,역삼자이,8,7,114.019,11,37.5006505,127.0445493
"198,000",2005,2020,역삼동,e-편한세상,8,8,59.606,19,37.4987854,127.0497058
"215,000",2009,2020,역삼동,래미안그레이튼,8,8,70.98,13,37.4951837,127.0472148
"269,000",2006,2020,역삼동,역삼 I'PARK,8,8,116.285,4,37.4999609,127.0478813
"254,000",2001,2020,역삼동,현대까르띠에710,9,1,149.7,10,37.5014329,127.0450482
"227,000",2014,2020,역삼동,테헤란아이파크,9,1,70.8333,7,37.5024328,127.0466313
"190,000",2005,2020,역삼동,역삼래미안,9,2,80.87,8,37.4972813,127.0499616
"260,000",2014,2020,역삼동,테헤란아이파크,9,4,92.6232,16,37.5024328,127.0466313
"149,200",2003,2020,역삼동,금호어울림,9,12,84.95,3,37.4920449,127.034855
"90,000",1998,2020,역삼동,세종빌라트,9,15,122.45,6,37.4941281,127.0388545
"90,000",2006,2020,역삼동,조이너스,9,16,84.28,2,37.4958223,127.0373824
"82,000",2006,2020,역삼동,역삼 I'PARK,9,19,28.246,14,37.4999609,127.0478813
"125,000",2007,2020,역삼동,쌍용플레티넘밸류,9,21,84.9,10,37.4954056,127.0304109
"49,300",2002,2020,역삼동,풍림 지오빌,9,23,42.69,5,37.5085709,127.0439092
"27,500",2003,2020,역삼동,진넥스빌2,10,5,29.44,8,37.5017808,127.043931
"270,000",2001,2020,역삼동,현대까르띠에710,10,6,171.944,13,37.5014329,127.0450482
"270,000",2001,2020,역삼동,현대까르띠에710,10,6,171.944,13,37.5014329,127.0450482
"76,000",2005,2020,역삼동,(828-21),10,7,62.19,6,37.4975512,127.0329687
"97,000",2007,2020,역삼동,쎄비앙 102동,10,7,99.24,4,37.4956835,127.0428541
"249,000",2005,2020,역삼동,e-편한세상,10,7,84.991,13,37.4987854,127.0497058
"37,900",2001,2020,역삼동,한화진넥스빌,10,8,39.2,19,37.501905,127.0443538
"70,500",2004,2020,역삼동,역삼동우정에쉐르1,10,13,57.98,11,37.4962666,127.0301331
"128,194",2004,2020,역삼동,명인갤러리2차,10,13,122.46,2,37.4946449,127.0344605
"188,000",2006,2020,역삼동,역삼푸르지오,10,15,59.8848,3,37.4976,127.0467981
"183,000",2005,2020,역삼동,역삼래미안,11,2,59.4,3,37.4972813,127.0499616
"270,000",2010,2020,역삼동,래미안그레이튼(진달래2차),11,2,120.37,27,37.4951837,127.0472148
"80,000",2004,2020,역삼동,역삼이안애비,11,3,84.28,5,37.4998387,127.0277522
"88,000",2012,2020,역삼동,강남서해더블루,11,3,71.26,4,37.4929026,127.039092
"80,000",2006,2020,역삼동,역삼 I'PARK,11,4,28.246,8,37.4999609,127.0478813
"195,000",2005,2020,역삼동,e-편한세상,11,10,59.606,25,37.4987854,127.0497058
"320,000",2012,2020,역삼동,개나리SK뷰,11,10,127.27,14,37.5013509,127.0499093
"245,000",2005,2020,역삼동,e-편한세상,11,11,84.991,7,37.4987854,127.0497058
"37,000",2003,2020,역삼동,한양럭스,11,13,44,1,37.5042379,127.0345769
"224,000",2006,2020,역삼동,역삼푸르지오,11,14,84.9097,11,37.4976,127.0467981
"78,000",2004,2020,역삼동,우정에쉐르3,12,1,63.67,4,37.5024377,127.0451754
"198,000",2009,2020,역삼동,래미안그레이튼,12,1,59.97,8,37.4951837,127.0472148
"250,000",2005,2020,역삼동,e-편한세상,12,2,84.991,11,37.4987854,127.0497058
"81,000",2006,2020,역삼동,역삼 I'PARK,12,2,28.246,14,37.4999609,127.0478813
"182,000",1996,2020,역삼동,네스빌(728-10),12,3,244.52,2,37.4950773,127.0326292
"252,000",2006,2020,역삼동,개나리래미안,12,3,84.93,17,37.4986101,127.0458492
"148,750",2005,2020,역삼동,역삼동월드메르디앙,12,3,83.27,5,37.491886,127.038677
"37,000",2003,2020,역삼동,한양럭스,12,5,44,4,37.5042379,127.0345769
"78,500",2006,2020,역삼동,역삼 I'PARK,12,5,28.246,18,37.4999609,127.0478813
"195,000",2005,2020,역삼동,e-편한세상,12,5,59.606,19,37.4987854,127.0497058
"31,000",2002,2021,역삼동,대우디오빌,1,5,30.03,4,37.5014884,127.0428817
"61,000",2002,2021,역삼동,트레벨,1,6,33.48,3,37.4961003,127.0503811
"198,000",2005,2021,역삼동,역삼래미안,1,7,59.73,14,37.4972813,127.0499616
"193,800",2005,2021,역삼동,역삼래미안,1,7,59.4,16,37.4972813,127.0499616
"91,000",2012,2021,역삼동,강남서해더블루,1,9,66.04,10,37.4929026,127.039092
"80,000",2002,2021,역삼동,갤러리하우스,1,11,84.95,1,37.5007071,127.0427515
"90,000",2006,2021,역삼동,역삼디오슈페리움,1,11,46.9,16,37.492156,127.0309387
"255,000",2006,2021,역삼동,역삼푸르지오,1,11,84.9097,7,37.4976,127.0467981
"85,800",2006,2021,역삼동,역삼 I'PARK,1,12,28.246,10,37.4999609,127.0478813
"99,000",2012,2021,역삼동,강남서해더블루,1,13,80.2,7,37.4929026,127.039092
"308,000",2006,2021,역삼동,역삼 I'PARK,2,2,144.431,15,37.4999609,127.0478813
"115,000",2006,2021,역삼동,프리우스 역삼 102동,2,5,84.18,3,37.4999072,127.0373932
"85,800",2006,2021,역삼동,역삼 I'PARK,2,6,28.246,8,37.4999609,127.0478813
"80,000",2006,2021,역삼동,역삼 I'PARK,2,8,28.246,2,37.4999609,127.0478813
"199,500",2005,2021,역삼동,역삼래미안,2,9,59.73,20,37.4972813,127.0499616
"203,000",2006,2021,역삼동,역삼푸르지오,2,10,59.8848,12,37.4976,127.0467981
"206,500",2005,2021,역삼동,e-편한세상,2,14,59.606,22,37.4987854,127.0497058
"260,000",2006,2021,역삼동,역삼푸르지오,2,16,84.9097,9,37.4976,127.0467981
"319,500",2006,2021,역삼동,역삼 I'PARK,2,17,144.011,15,37.4999609,127.0478813
