price,built_at,year,dong,apart,month,date,area,floor,latitude,longitude
"80,500",2006,2021,미아동,미아동부센트레빌,2,4,59.96,5,37.6136132,127.0256302
"75,000",2004,2021,미아동,에스케이북한산시티,2,4,84.86,6,37.6173087,127.012633
"76,000",2011,2021,미아동,두산위브트레지움,2,5,59.99,21,37.6179842,127.0171584
"73,000",2011,2021,미아동,두산위브트레지움,2,5,59.99,7,37.6179842,127.0171584
"93,800",2011,2021,미아동,두산위브트레지움,2,8,84.97,7,37.6179842,127.0171584
"68,600",2004,2021,미아동,에스케이북한산시티,3,1,59.98,17,37.6173087,127.012633
"14,450",2014,2021,미아동,푸르지오시티,3,1,18.6479,15,37.6343439,127.0240902
"87,800",2004,2021,미아동,에스케이북한산시티,3,1,114.85,11,37.6173087,127.012633
"83,500",2011,2021,미아동,두산위브트레지움,3,4,84.97,1,37.6179842,127.0171584
"85,000",2006,2021,미아동,미아동부센트레빌,3,5,59.96,14,37.6136132,127.0256302
"73,000",2004,2021,미아동,에스케이북한산시티,3,6,84.86,14,37.6173087,127.012633
"73,000",2003,2021,미아동,경남아너스빌(1356-0),3,6,84.873,1,37.6152799,127.0354903
"74,800",2002,2021,미아동,미아한일유앤아이,3,7,84.552,16,37.6149744,127.0364347
"73,500",2011,2021,미아동,두산위브트레지움,3,8,59.68,7,37.6179842,127.0171584
"60,500",2004,2021,미아동,벽산라이브파크,3,9,59.67,6,37.6211009,127.0122204
"75,000",2002,2021,미아동,미아한일유앤아이,4,1,84.552,11,37.6149744,127.0364347
"90,000",2010,2021,미아동,송천센트레빌,4,1,59.818,15,37.6126689,127.0257413
"73,500",2010,2021,미아동,래미안트리베라1단지,4,2,59.6,2,37.6135298,127.0211029
"100,000",2010,2021,미아동,래미안트리베라1단지,4,2,84.97,4,37.6135298,127.0211029
"89,000",2002,2021,미아동,미아한일유앤아이,4,3,129.784,15,37.6149744,127.0364347
"85,000",2003,2021,미아동,경남아너스빌(1356-0),4,7,84.873,15,37.6152799,127.0354903
"62,750",2004,2021,미아동,에스케이북한산시티,4,10,59.98,18,37.6173087,127.012633
"54,000",2013,2021,미아동,이너스내안에,4,11,81.02,7,37.6326854,127.0265409
"82,800",2004,2021,미아동,에스케이북한산시티,4,12,84.76,23,37.6173087,127.012633
"84,400",2010,2021,미아동,래미안트리베라1단지,4,12,59.6,4,37.6135298,127.0211029
"80,000",2004,2021,미아동,에스케이북한산시티,5,4,84.76,16,37.6173087,127.012633
"97,000",2010,2021,미아동,래미안트리베라1단지,5,4,84.97,10,37.6135298,127.0211029
"82,500",2004,2021,미아동,벽산라이브파크,5,8,114.68,1,37.6211009,127.0122204
"77,500",2004,2021,미아동,벽산라이브파크,5,8,114.68,2,37.6211009,127.0122204
"107,500",2017,2021,미아동,꿈의숲롯데캐슬,5,9,84.98,3,37.618408,127.036083
"117,500",2011,2021,미아동,두산위브트레지움,5,15,114.88,7,37.6179842,127.0171584
"62,500",2000,2021,번동,한진,5,1,84.97,9,37.6248067,127.0445725
"65,000",1992,2021,번동,번동한양아파트,5,3,84.67,11,37.6263086,127.0400872
"78,500",2009,2021,번동,수유역두산위브2,5,9,84.9909,12,37.6355551,127.0309624
"10,900",2014,2021,수유동,수유역하이씨티,5,4,12.19,10,37.6319888,127.0225457
"64,000",1999,2020,염창동,금호타운,1,2,59.88,13,37.5562617,126.8651068
"41,000",2006,2020,염창동,노블레스아파트,1,2,78.5,9,37.5490906,126.8739802
"64,800",2005,2020,염창동,송촌,1,2,84.99,5,37.5495319,126.8727857
"66,500",1998,2020,염창동,동아,1,2,84.95,5,37.5544788,126.8728135
"63,300",1999,2020,염창동,금호타운,1,3,59.88,9,37.5562617,126.8651068
"45,000",2007,2020,염창동,노블레스2(267-4),1,3,83.29,8,37.5540319,126.8717993
"64,400",1998,2020,염창동,동아,1,3,84.95,2,37.5544788,126.8728135
"52,300",1995,2020,염창동,신동아,1,4,59.82,8,37.5548954,126.8691472
"77,000",2019,2020,염창동,e편한세상 염창,1,4,55.0323,4,37.5481817,126.8704174
"56,500",1993,2020,염창동,현대2,1,5,84.54,9,37.5510348,126.872758
"70,000",1994,2020,염창동,현대1,2,1,84.96,12,37.5528957,126.8750633
"85,000",2014,2020,염창동,강서쌍용예가,2,1,84.989,11,37.555295,126.8664835
"57,500",1998,2020,염창동,동아,2,3,59.97,10,37.5544788,126.8728135
"60,000",1993,2020,염창동,현대2,2,4,82.74,1,37.5510348,126.872758
"65,800",1999,2020,염창동,금호타운,2,5,59.88,18,37.5562617,126.8651068
"59,995",1994,2020,염창동,현대1,2,5,84.34,2,37.5528957,126.8750633
"59,000",1999,2020,염창동,태영,2,5,59.97,9,37.5533122,126.866953
"60,000",1999,2020,염창동,무학,2,7,84.64,2,37.5512849,126.876591
"52,900",1995,2020,염창동,신동아,2,7,59.82,15,37.5548954,126.8691472
"55,900",1998,2020,염창동,동아,2,8,59.97,6,37.5544788,126.8728135
"82,000",2004,2020,염창동,일신건영휴먼빌,3,1,84.93,16,37.5520069,126.8733135
"79,800",1994,2020,염창동,태진한솔,3,3,84.97,8,37.5490906,126.8739802
"65,500",1999,2020,염창동,금호타운,3,4,59.88,5,37.5562617,126.8651068
"82,000",2014,2020,염창동,강서쌍용예가,3,4,84.9025,7,37.555295,126.8664835
"76,000",2005,2020,염창동,강변한솔솔파크,3,4,84.97,11,37.5566729,126.8664251
"59,500",1999,2020,염창동,태영,3,4,59.97,3,37.5533122,126.866953
"70,000",1999,2020,염창동,동아3,3,4,59.83,2,37.5526691,126.8755282
"78,000",1999,2020,염창동,극동상록수,3,5,84.96,10,37.5487443,126.8725476
"58,500",2000,2020,염창동,극동,3,5,59.9,16,37.5540319,126.8717993
"65,000",1999,2020,염창동,극동상록수,3,6,59.91,18,37.5487443,126.8725476
"68,000",1993,2020,염창동,염창3우성,4,8,84.96,10,37.551368,126.8673696
"91,000",1998,2020,염창동,한강동아,4,9,114.78,15,37.5539512,126.8741467
"71,000",1998,2020,염창동,한강동아,4,9,84.96,3,37.5539512,126.8741467
"73,200",2000,2020,염창동,극동,4,11,85,15,37.5540319,126.8717993
"87,750",2010,2020,염창동,강변월드메르디앙,4,11,84.9102,9,37.5576382,126.8655782
"53,000",1990,2020,염창동,염창동한강우성,4,14,65.88,8,37.556202,126.8699853
"89,500",1998,2020,염창동,한강동아,4,16,114.78,5,37.5539512,126.8741467
"67,000",1998,2020,염창동,벽산늘푸른,4,18,84.94,15,37.5580894,126.8660085
"87,000",1999,2020,염창동,길훈,4,19,155.5,12,37.5558953,126.8678972
"62,000",2006,2020,염창동,염창3차보람,4,19,84.98,3,37.5515542,126.8703581
"66,500",1997,2020,염창동,관음삼성,5,1,59.96,18,37.552902,126.869451
"88,800",2010,2020,염창동,강변월드메르디앙,5,1,84.8789,7,37.5576382,126.8655782
"72,500",1999,2020,염창동,동아3,5,4,59.83,14,37.5526691,126.8755282
"95,000",1998,2020,염창동,동아,5,5,114.84,17,37.5544788,126.8728135
"63,000",1994,2020,염창동,태진한솔,5,5,58.87,6,37.5490906,126.8739802
"63,900",1993,2020,염창동,현대2,5,8,82.74,11,37.5510348,126.872758
"60,000",2001,2020,염창동,성원,5,9,59.91,7,37.555562,126.8721468
"61,750",2001,2020,염창동,성원,5,9,59.91,5,37.555562,126.8721468
"49,250",2008,2020,염창동,삼현팰리채,5,10,65.35,4,37.5522291,126.872508
"69,000",2006,2020,염창동,염창3차보람,5,11,84.98,13,37.5515542,126.8703581
"52,500",1994,2020,염창동,삼성하나로,6,1,59.26,10,37.5516302,126.8717139
"61,000",1999,2020,염창동,태영,6,1,59.97,17,37.5533122,126.866953
"54,000",1995,2020,염창동,신동아,6,1,59.82,5,37.5548954,126.8691472
"67,000",1998,2020,염창동,벽산늘푸른,6,2,84.94,15,37.5580894,126.8660085
"69,200",1993,2020,염창동,염창3우성,6,3,84.96,5,37.551368,126.8673696
"73,200",2000,2020,염창동,극동,6,3,85,15,37.5540319,126.8717993
"59,000",1990,2020,염창동,염창동한강우성,6,4,65.88,4,37.556202,126.8699853
"69,000",1992,2020,염창동,삼천리,6,5,84.99,7,37.552118,126.8708137
"49,500",1994,2020,염창동,삼성하나로,6,6,59.26,8,37.5516302,126.8717139
"66,300",1997,2020,염창동,관음삼성,6,9,59.96,12,37.552902,126.869451
"79,500",1999,2020,염창동,금호타운,7,1,84.84,6,37.5562617,126.8651068
"105,500",2008,2020,염창동,염창1차보람더하임,7,1,116.92,6,37.5515542,126.8703581
"102,200",2005,2020,염창동,롯데캐슬,7,1,84.9519,7,37.5506181,126.8683418
"85,500",1994,2020,염창동,태진한솔,7,1,84.97,13,37.5490906,126.8739802
"84,000",1999,2020,염창동,태영,7,1,114.99,4,37.5533122,126.866953
"68,500",1999,2020,염창동,동아3,7,1,59.7,14,37.5526691,126.8755282
"89,980",1998,2020,염창동,동아,7,1,114.84,6,37.5544788,126.8728135
"100,000",1998,2020,염창동,동아,7,1,114.84,4,37.5544788,126.8728135
"75,500",1998,2020,염창동,동아,7,1,84.95,17,37.5544788,126.8728135
"70,000",1999,2020,염창동,금호타운,7,2,59.88,9,37.5562617,126.8651068
"65,900",1998,2020,염창동,동아,8,1,59.97,16,37.5544788,126.8728135
"54,000",1996,2020,염창동,현대3,8,1,59.92,3,37.552007,126.8761188
"77,000",1998,2020,염창동,한강동아,8,1,84.96,5,37.5539512,126.8741467
"65,000",1998,2020,염창동,한강동아,8,6,59.97,17,37.5539512,126.8741467
"59,700",2005,2020,염창동,염창동예성그린캐슬,8,6,84.99,15,37.5552009,126.8675084
"74,700",1997,2020,염창동,관음삼성,8,7,59.96,12,37.552902,126.869451
"109,500",2005,2020,염창동,강변힐스테이트,8,7,84.99,13,37.551285,126.874508
"72,000",1998,2020,염창동,한강동아,8,7,59.97,7,37.5539512,126.8741467
"59,500",1994,2020,염창동,삼성하나로,8,8,59.26,7,37.5516302,126.8717139
"110,000",2005,2020,염창동,염창1차한화꿈에그린,8,8,84.93,17,37.5481463,126.8733136
"93,000",1999,2020,염창동,길훈,9,2,155.5,14,37.5558953,126.8678972
"75,000",1999,2020,염창동,금호타운,9,5,59.88,8,37.5562617,126.8651068
"93,000",2005,2020,염창동,강변한솔솔파크,9,5,84.97,14,37.5566729,126.8664251
"64,000",1990,2020,염창동,염창동한강우성,9,5,65.88,8,37.556202,126.8699853
"67,500",1999,2020,염창동,무학,9,5,59.38,18,37.5512849,126.876591
"95,500",1998,2020,염창동,동아,9,5,114.84,11,37.5544788,126.8728135
"74,500",2004,2020,염창동,이너스내안에,9,6,84.91,13,37.5540622,126.8704804
"89,900",2008,2020,염창동,염창1차보람더하임,9,8,84.98,6,37.5515542,126.8703581
"67,000",2001,2020,염창동,성원,9,9,59.91,6,37.555562,126.8721468
"91,000",2004,2020,염창동,월드메르디앙,9,9,84.98,6,37.5527291,126.872758
"79,000",1998,2020,염창동,동아,10,5,84.95,6,37.5544788,126.8728135
"72,000",2003,2020,염창동,태진드림피아,10,5,79.825,9,37.5528124,126.8707859
"94,000",1998,2020,염창동,동아,10,6,114.84,8,37.5544788,126.8728135
"101,700",2005,2020,염창동,강변한솔솔파크,10,6,84.97,11,37.5566729,126.8664251
"73,400",1994,2020,염창동,삼성하나로,10,6,84.78,12,37.5516302,126.8717139
"78,000",1999,2020,염창동,동아3,10,6,59.7,13,37.5526691,126.8755282
"73,300",1999,2020,염창동,동아3,10,7,59.7,12,37.5526691,126.8755282
"71,500",2004,2020,염창동,이너스내안에,10,7,84.91,6,37.5540622,126.8704804
"62,900",1994,2020,염창동,삼성하나로,10,9,59.26,7,37.5516302,126.8717139
"93,500",2010,2020,염창동,강변월드메르디앙,10,9,84.8789,12,37.5576382,126.8655782
"69,500",1999,2020,염창동,무학,11,1,59.38,12,37.5512849,126.876591
"118,000",2007,2020,염창동,강변코아루,11,2,114.78,11,37.5533123,126.8734246
"110,000",1998,2020,염창동,동아,11,4,114.84,5,37.5544788,126.8728135
"96,000",2007,2020,염창동,강변코아루,11,4,84.77,15,37.5533123,126.8734246
"67,000",1995,2020,염창동,신동아,11,4,59.82,7,37.5548954,126.8691472
"85,000",1995,2020,염창동,삼성한마음,11,5,84.87,7,37.5545882,126.8682746
"76,000",1993,2020,염창동,현대2,11,5,82.74,8,37.5510348,126.872758
"68,500",1995,2020,염창동,삼성한마음,11,5,59.94,9,37.5545882,126.8682746
"81,900",1998,2020,염창동,동아,11,6,84.95,2,37.5544788,126.8728135
"85,000",1999,2020,염창동,동아3,11,6,84.87,7,37.5526691,126.8755282
"83,000",1999,2020,염창동,동아3,12,1,59.83,6,37.5526691,126.8755282
"58,600",2002,2020,염창동,여명,12,1,80.08,6,37.5551731,126.8677028
"67,000",1999,2020,염창동,태영,12,1,59.97,14,37.5533122,126.866953
"72,000",2001,2020,염창동,성원,12,1,59.91,14,37.555562,126.8721468
"74,000",1999,2020,염창동,길훈,12,2,59.94,6,37.5558953,126.8678972
"113,500",2005,2020,염창동,강변힐스테이트,12,2,84.99,4,37.551285,126.874508
"64,500",1993,2020,염창동,삼성한아름,12,2,84.89,3,37.550035,126.871592
"84,900",1995,2020,염창동,삼성한마음,12,3,84.87,14,37.5545882,126.8682746
"69,500",1994,2020,염창동,태진한솔,12,3,58.87,3,37.5490906,126.8739802
"89,000",2001,2020,염창동,성원,12,4,114.12,1,37.555562,126.8721468
"70,000",1996,2021,염창동,현대3,1,3,59.92,12,37.552007,126.8761188
"85,500",1992,2021,염창동,우성2,1,5,84.7,12,37.5555898,126.8698693
"98,000",2005,2021,염창동,현대아이파크,1,5,84.84,4,37.5475909,126.8758967
"80,300",1994,2021,염창동,현대1,1,5,84.34,2,37.5528957,126.8750633
"74,800",1995,2021,염창동,삼성한마음,1,6,59.94,7,37.5545882,126.8682746
"64,000",1992,2021,염창동,우성2,1,6,65.88,7,37.5555898,126.8698693
"124,500",2001,2021,염창동,성원,1,8,114.12,16,37.555562,126.8721468
"79,000",1999,2021,염창동,극동상록수,1,9,59.91,16,37.5487443,126.8725476
"60,000",1994,2021,염창동,삼성하나로,1,9,59.26,1,37.5516302,126.8717139
"79,500",1999,2021,염창동,동아3,1,9,59.7,16,37.5526691,126.8755282
"82,100",1999,2021,염창동,동아3,2,1,59.83,2,37.5526691,126.8755282
"79,500",2009,2021,염창동,이너스양화6차,2,1,84.75,3,37.556904,126.8642901
"99,000",2004,2021,염창동,일신건영휴먼빌,2,1,84.93,6,37.5520069,126.8733135
"68,000",1995,2021,염창동,신동아,2,2,59.82,7,37.5548954,126.8691472
"110,000",2005,2021,염창동,강변힐스테이트,2,2,84.99,1,37.551285,126.874508
"70,000",1995,2021,염창동,신동아,2,3,59.82,14,37.5548954,126.8691472
"82,000",1999,2021,염창동,금호타운,2,4,59.88,7,37.5562617,126.8651068
"72,500",1999,2021,염창동,태영,2,5,59.97,6,37.5533122,126.866953
"104,500",2004,2021,염창동,일신건영휴먼빌,2,6,84.93,3,37.5520069,126.8733135
"108,500",2005,2021,염창동,강변한솔솔파크,2,6,84.73,8,37.5566729,126.8664251
"149,000",2005,2021,염창동,롯데캐슬,3,3,134.5767,13,37.5506181,126.8683418
"44,000",1995,2021,염창동,주상복합태진가람,3,4,58.86,8,37.549535,126.8742857
"81,000",1999,2021,염창동,동아3,3,5,59.7,4,37.5526691,126.8755282
"129,000",2005,2021,염창동,강변힐스테이트,3,5,84.99,15,37.551285,126.874508
"79,000",1999,2021,염창동,금호타운,3,6,59.88,4,37.5562617,126.8651068
"97,000",2004,2021,염창동,일신건영휴먼빌,3,6,84.93,1,37.5520069,126.8733135
"103,700",2001,2021,염창동,삼정그린코아,3,7,84.358,10,37.5477297,126.874869
"39,800",2020,2021,염창동,한울밸리움,3,9,21.54,7,37.5587418,126.8461395
"115,000",2019,2021,염창동,e편한세상 염창,3,11,59.8873,18,37.5481817,126.8704174
"92,000",1998,2021,염창동,벽산늘푸른,3,12,84.94,14,37.5580894,126.8660085
"81,500",1999,2021,염창동,동아3,4,2,59.83,1,37.5526691,126.8755282
"106,000",2005,2021,염창동,강변한솔솔파크,4,2,84.97,23,37.5566729,126.8664251
"106,000",1999,2021,염창동,동아3,4,5,84.87,13,37.5526691,126.8755282
"85,000",1998,2021,염창동,벽산늘푸른,4,9,84.94,11,37.5580894,126.8660085
"107,000",1999,2021,염창동,무학,4,10,114.92,1,37.5512849,126.876591
"74,400",2001,2021,염창동,성원,4,10,59.91,2,37.555562,126.8721468
"68,500",1998,2021,염창동,벽산늘푸른,4,10,59.97,12,37.5580894,126.8660085
"74,100",1998,2021,염창동,동아,4,12,59.97,9,37.5544788,126.8728135
"72,800",1999,2021,염창동,무학,4,12,59.38,3,37.5512849,126.876591
"74,500",1998,2021,염창동,한강동아,4,15,59.97,1,37.5539512,126.8741467
"115,000",1997,2021,염창동,관음삼성,5,1,114.9,9,37.552902,126.869451
"80,000",1995,2021,염창동,신동아,5,8,84.9,8,37.5548954,126.8691472
"89,500",1999,2021,염창동,동아3,5,10,59.7,23,37.5526691,126.8755282
"36,000",2020,2021,염창동,한울밸리움,5,10,24.08,6,37.5587418,126.8461395
"36,000",2020,2021,염창동,한울밸리움,5,10,24.08,5,37.5587418,126.8461395
"37,950",2020,2021,염창동,한울밸리움,5,10,24.08,5,37.5587418,126.8461395
"39,300",2020,2021,염창동,한울밸리움,5,10,24.94,5,37.5587418,126.8461395
"36,900",2020,2021,염창동,한울밸리움,5,10,21.54,5,37.5587418,126.8461395
"35,850",2020,2021,염창동,한울밸리움,5,10,21.54,5,37.5587418,126.8461395
"36,400",2020,2021,염창동,한울밸리움,5,10,24.08,4,37.5587418,126.8461395
"50,000",1988,2020,봉천동,낙성대현대아파트,1,1,61.74,1,37.4749727,126.9593622
"57,750",2000,2020,봉천동,봉천우성,1,2,59.76,8,37.4855444,126.9596403
"59,500",2005,2020,봉천동,벽산블루밍,1,2,59.99,16,37.4924877,126.9462803
"68,000",1988,2020,봉천동,낙성대현대아파트,1,2,136.11,1,37.4749727,126.9593622
"78,000",1992,2020,봉천동,현대(관악),1,2,116.86,5,37.4921791,126.9583387
"66,000",2001,2020,봉천동,은천1,1,2,84.65,6,37.4713573,126.9648625
"55,000",2000,2020,봉천동,은천2단지아파트,1,2,59.93,14,37.4698797,126.9645291
"56,000",2000,2020,봉천동,봉천우성,1,2,59.76,6,37.4855444,126.9596403
"66,500",2000,2020,봉천동,봉천우성,1,3,84.96,19,37.4855444,126.9596403
"18,570",2013,2020,봉천동,프라비다2,1,3,20.45,9,37.4824362,126.9477088
"60,350",2003,2020,봉천동,관악드림(삼성),2,1,59.83,4,37.4893411,126.951836
"67,500",2005,2020,봉천동,벽산블루밍,2,1,84.99,3,37.4924877,126.9462803
"72,000",2005,2020,봉천동,벽산블루밍,2,1,84.99,4,37.4924877,126.9462803
"57,000",2005,2020,봉천동,벽산블루밍,2,1,59.99,13,37.4924877,126.9462803
"51,000",2005,2020,봉천동,벽산블루밍,2,1,59.99,1,37.4924877,126.9462803
"59,900",2000,2020,봉천동,봉천우성,2,1,59.76,14,37.4855444,126.9596403
"73,000",2000,2020,봉천동,봉천동아,2,1,84.87,19,37.4876415,126.9561063
"75,000",2003,2020,봉천동,관악드림(삼성),2,1,84.96,9,37.4893411,126.951836
"72,500",2003,2020,봉천동,관악드림(삼성),2,1,84.96,9,37.4893411,126.951836
"66,000",2007,2020,봉천동,대우디오슈페리움1단지,2,2,78.4,15,37.4762397,126.9583907
"88,500",2006,2020,봉천동,서울대입구아이원 (1560-61),3,1,84.89,6,37.48121,126.952712
"21,300",1971,2020,봉천동,복권,3,2,47.61,5,37.4827565,126.9434903
"40,500",2007,2020,봉천동,생모리츠타운,3,2,64.31,10,37.4809614,126.950058
"84,500",2000,2020,봉천동,봉천동아,3,3,114.69,17,37.4876415,126.9561063
"83,000",2014,2020,봉천동,관악파크푸르지오,3,3,84.98,14,37.4829197,126.9612925
"80,000",2004,2020,봉천동,관악푸르지오,3,3,84.75,20,37.4872664,126.9607512
"60,750",2005,2020,봉천동,벽산블루밍,3,3,59.99,18,37.4924877,126.9462803
"58,000",1992,2020,봉천동,현대(관악),3,4,58.59,15,37.4921791,126.9583387
"76,300",2005,2020,봉천동,벽산블루밍,3,4,84.99,16,37.4924877,126.9462803
"82,000",2003,2020,봉천동,관악드림(동아),3,5,114.75,17,37.4794085,126.9535822
"88,000",2004,2020,봉천동,관악동부센트레빌,4,1,113.83,7,37.4870996,126.9509189
"71,000",1996,2020,봉천동,보라매삼성,4,2,84.84,8,37.4940971,126.9278545
"80,000",1992,2020,봉천동,현대(관악),4,2,105.84,11,37.4921791,126.9583387
"66,000",1988,2020,봉천동,낙성대현대아파트,4,3,136.11,5,37.4749727,126.9593622
"66,800",2003,2020,봉천동,관악드림(동아),4,4,60,14,37.4794085,126.9535822
"65,200",2010,2020,봉천동,금강아미움(101동),4,4,71.1203,2,37.48185,126.9404478
"64,000",1996,2020,봉천동,해태보라매타워,4,4,84.04,18,37.4912097,126.9248657
"76,000",2003,2020,봉천동,관악드림(삼성),4,4,84.96,16,37.4893411,126.951836
"67,000",2003,2020,봉천동,관악드림(삼성),4,4,59.83,24,37.4893411,126.951836
"75,500",1996,2020,봉천동,보라매삼성,4,5,84.78,7,37.4940971,126.9278545
"87,000",2000,2020,봉천동,두산,5,1,84.87,17,37.4842942,126.943003
"62,600",2005,2020,봉천동,관악월드메르디앙,5,1,84.56,2,37.483378,126.9589737
"81,500",2004,2020,봉천동,관악동부센트레빌,5,1,84.7,14,37.4870996,126.9509189
"65,000",2005,2020,봉천동,벽산블루밍,5,1,59.99,15,37.4924877,126.9462803
"33,000",1985,2020,봉천동,일두(1021),5,2,38.92,6,37.4890439,126.9546129
"68,500",2007,2020,봉천동,대우디오슈페리움2단지,5,2,84.92,14,37.4801923,126.9529223
"83,000",2004,2020,봉천동,관악동부센트레빌,5,2,84.7,12,37.4870996,126.9509189
"64,000",2004,2020,봉천동,관악푸르지오,5,2,59.58,5,37.4872664,126.9607512
"31,000",1985,2020,봉천동,일두(1021),5,2,38.92,4,37.4890439,126.9546129
"22,000",1971,2020,봉천동,복권,5,4,47.61,5,37.4827565,126.9434903
"83,200",2003,2020,봉천동,관악드림(동아),6,1,102,21,37.4794085,126.9535822
"82,500",2014,2020,봉천동,관악파크푸르지오,6,1,84.99,20,37.4829197,126.9612925
"53,000",2007,2020,봉천동,에메랄드102동,6,1,82.95,4,37.4759772,126.9669839
"70,000",2004,2020,봉천동,관악동부센트레빌,6,1,59.75,3,37.4870996,126.9509189
"59,250",2005,2020,봉천동,벽산블루밍,6,1,59.99,10,37.4924877,126.9462803
"75,800",2005,2020,봉천동,벽산블루밍,6,1,84.99,14,37.4924877,126.9462803
"73,500",2003,2020,봉천동,관악드림(동아),6,2,84.96,10,37.4794085,126.9535822
"42,500",1985,2020,봉천동,일두(1021),6,2,57.66,5,37.4890439,126.9546129
"55,000",2000,2020,봉천동,은천2단지아파트,6,2,59.93,8,37.4698797,126.9645291
"62,000",2000,2020,봉천동,봉천동아,6,2,59.76,10,37.4876415,126.9561063
"98,500",2000,2020,봉천동,두산,7,1,84.87,20,37.4842942,126.943003
"12,500",2012,2020,봉천동,마에스트로캠퍼스타운,7,1,14.49,4,37.4905756,126.9249911
"55,000",2008,2020,봉천동,늘푸른5차,7,1,84.99,3,37.4765178,126.9671676
"74,000",2007,2020,봉천동,대우디오슈페리움2단지,7,1,84.92,10,37.4801923,126.9529223
"82,900",2005,2020,봉천동,벽산블루밍,7,1,101.95,6,37.4924877,126.9462803
"92,000",2005,2020,봉천동,벽산블루밍,7,1,114.97,7,37.4924877,126.9462803
"89,800",1992,2020,봉천동,현대(관악),7,1,123.29,7,37.4921791,126.9583387
"77,500",2000,2020,봉천동,봉천우성,7,1,84.96,15,37.4855444,126.9596403
"63,000",2003,2020,봉천동,관악드림(동아),7,2,59.85,3,37.4794085,126.9535822
"54,000",1999,2020,봉천동,신봉,7,2,59.75,12,37.4849332,126.9495579
"33,500",1978,2020,봉천동,해바라기,8,1,49.02,1,37.4930707,126.9288097
"70,000",2005,2020,봉천동,관악월드메르디앙,8,1,79.27,3,37.483378,126.9589737
"82,500",2005,2020,봉천동,벽산블루밍,8,1,84.99,2,37.4924877,126.9462803
"77,000",2005,2020,봉천동,벽산블루밍,8,1,59.99,9,37.4924877,126.9462803
"76,500",2005,2020,봉천동,벽산블루밍,8,1,59.99,16,37.4924877,126.9462803
"72,500",2001,2020,봉천동,은천1,8,2,84.65,3,37.4713573,126.9648625
"61,500",2000,2020,봉천동,은천2단지아파트,8,4,59.93,8,37.4698797,126.9645291
"62,350",2003,2020,봉천동,신부파스카빌,8,4,71.01,7,37.5592843,126.9002829
"72,800",2005,2020,봉천동,벽산블루밍,8,4,59.99,14,37.4924877,126.9462803
"107,500",2005,2020,봉천동,벽산블루밍,8,4,114.97,18,37.4924877,126.9462803
"26,000",2013,2020,봉천동,프라비다2,9,1,30.25,11,37.4824362,126.9477088
"52,000",2000,2020,봉천동,은천2단지아파트,9,2,49.95,3,37.4698797,126.9645291
"78,500",2004,2020,봉천동,벽산블루밍3차,9,2,84.72,18,37.4883216,126.9444472
"53,500",1996,2020,봉천동,해태보라매타워,9,2,59.94,8,37.4912097,126.9248657
"59,500",2007,2020,봉천동,늘푸른3차,9,3,84.72,2,37.4765178,126.9671676
"87,000",2000,2020,봉천동,봉천우성,9,4,114.78,15,37.4855444,126.9596403
"18,000",2018,2020,봉천동,서울대입구한양아이클래스,9,4,16.58,15,37.4791485,126.9503447
"71,500",2010,2020,봉천동,금강아미움(104동),9,4,71.3453,2,37.48185,126.9404478
"44,500",1998,2020,봉천동,인헌,9,4,59.75,2,37.475074,126.965307
"97,500",2000,2020,봉천동,두산,9,5,84.87,13,37.4842942,126.943003
"52,000",2000,2020,봉천동,은천2단지아파트,10,3,49.95,3,37.4698797,126.9645291
"94,000",2003,2020,봉천동,관악드림(동아),10,5,84.96,20,37.4794085,126.9535822
"109,000",2000,2020,봉천동,두산,10,5,114.99,1,37.4842942,126.943003
"86,000",2000,2020,봉천동,봉천동아,10,6,84.87,16,37.4876415,126.9561063
"85,000",2014,2020,봉천동,관악파크푸르지오,10,6,84.98,2,37.4829197,126.9612925
"77,000",2004,2020,봉천동,관악푸르지오,10,6,59.58,12,37.4872664,126.9607512
"52,000",2000,2020,봉천동,은천2단지아파트,10,6,49.95,5,37.4698797,126.9645291
"87,500",2000,2020,봉천동,봉천동아,10,7,84.87,16,37.4876415,126.9561063
"87,500",2000,2020,봉천동,봉천동아,10,7,84.87,16,37.4876415,126.9561063
"16,500",2012,2020,봉천동,서울대역해담채,10,8,12.87,7,37.4565095,126.9500385
"68,800",1999,2020,봉천동,서울대입구삼성,11,1,59.78,18,37.4760454,126.9520857
"87,000",2007,2020,봉천동,대우디오슈페리움1단지,11,1,78.4,11,37.4762397,126.9583907
"99,000",2003,2020,봉천동,관악드림(동아),11,2,102,15,37.4794085,126.9535822
"89,500",2014,2020,봉천동,관악파크푸르지오,11,2,84.98,22,37.4829197,126.9612925
"104,500",2003,2020,봉천동,관악드림(삼성),11,3,114.75,5,37.4893411,126.951836
"71,800",2004,2020,봉천동,관악푸르지오,11,4,59.58,5,37.4872664,126.9607512
"67,000",1999,2020,봉천동,서울대입구삼성,11,5,59.78,7,37.4760454,126.9520857
"74,000",2003,2020,봉천동,관악드림(삼성),11,6,59.85,13,37.4893411,126.951836
"65,000",2003,2020,봉천동,하이캐슬102동,11,6,93.72,4,37.4922933,126.9454192
"78,500",2003,2020,봉천동,관악드림(동아),11,7,60,16,37.4794085,126.9535822
"101,500",2002,2020,봉천동,낙성대현대홈타운,12,1,114.919,1,37.4749727,126.9593622
